OrderID,CustomerName,CustomerEmail,City,OrderDate,Product,Quantity,Discount(%),TotalPrice($),PaymentMethod,Shipped
c2dff335-5666-4f9f-93ac-2ab974672cd9,Diana Bean,fking@example.com,Lake Amberstad,2024-07-11,Monitor,3,10,810.0,PayPal,Yes
a6d964a3-f510-4b53-87fe-e39f1190f938,Andre Wright,howelljohn@example.com,New Staciemouth,2025-01-01,Laptop,1,0,1200.0,Debit Card,No
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Nicole Wilson,tamirodriguez@example.org,Barbarafurt,2024-09-12,Laptop,3,5,3420.0,PayPal,Yes
9793b9b4-1374-4146-b2c5-bd89b70b3420,Lori Garcia,melissa91@example.net,West Amandastad,2024-05-15,Desk Chair,1,0,200.0,PayPal,Yes
d97dc9cd-033d-4bce-975a-ed2ca5c5650c,John Hamilton,cynthia72@example.com,Lake Aimee,2024-12-14,Smartphone,3,5,2280.0,Debit Card,Yes
89c5b31a-eb6c-4016-8ee6-24d09dac6e83,Julie Petersen,marcus31@example.com,Sanchezmouth,2024-11-14,Mouse,2,10,90.0,Debit Card,Yes
0758e201-561e-46d1-a105-716bab0e664e,Frederick Freeman MD,matthew94@example.net,New Stacyland,2024-07-17,Webcam,2,0,240.0,Apple Pay,Yes
c2171429-8e20-4724-bd13-7018680bac63,John Joseph,fmcguire@example.com,South Heather,2024-08-10,Webcam,4,10,432.0,Debit Card,Yes
8db06746-7927-4973-9e78-1fd794e0d3ba,Jessica Reese,michael74@example.com,Jerryborough,2024-08-13,Keyboard,2,0,200.0,Debit Card,Yes
c31edbbc-f36c-462b-892e-6161be2d740a,Cheryl Rodgers,jenny89@example.com,Port Jamesbury,2024-08-30,Monitor,2,0,600.0,Google Pay,Yes
88bd13d1-b540-430e-839f-3a254d6168bd,Angel Brown,heidi27@example.org,New Justinfort,2024-09-28,External Hard Drive,2,0,180.0,PayPal,Yes
40a26c60-0d27-4659-b72a-da9b2f32751e,Karen Short,kvasquez@example.net,East Edwardshire,2025-04-02,Desk Chair,3,0,600.0,Google Pay,Yes
1e52d770-3f89-4142-be71-6b1415ce6a66,Jennifer Carlson,kimberlyjames@example.com,Michellechester,2024-08-09,Desk Chair,1,0,200.0,PayPal,Yes
f5c9b047-9c10-4572-8f6b-40d09efba58b,Theresa Clark,josephmiller@example.org,New Charles,2024-04-20,Monitor,2,0,600.0,Debit Card,No
784c2f29-9804-42a2-b07a-a066735435ea,David Mann,ojones@example.com,South Danny,2024-07-11,External Hard Drive,2,0,180.0,Apple Pay,Yes
d39e198b-4400-4d5a-a88d-a71926242b40,Anthony Sparks,scott74@example.net,Benderhaven,2024-11-03,Smartphone,4,0,3200.0,Credit Card,No
0a3450fc-9918-4e46-9497-d6587010f719,Morgan Munoz,davissuzanne@example.net,Port Emilyview,2024-11-16,Smartphone,4,0,3200.0,Debit Card,Yes
7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c,Jessica Ramirez,fwalters@example.org,Baileymouth,2024-08-15,Headphones,3,0,450.0,Apple Pay,Yes
546e035a-292b-4156-9b94-65701ac70ec0,Jon Bates,jcervantes@example.org,Millerview,2024-08-16,Smartphone,1,0,800.0,Apple Pay,No
dd6ac7b8-6778-443b-85c5-b37af85e06a1,Virginia Sandoval,mgutierrez@example.net,Cindyfort,2024-12-04,Desk Chair,4,0,800.0,Google Pay,Yes
445dcc38-341c-4494-8d36-6dfcc28ebd70,Tanya Kim,omartinez@example.net,Lake Eric,2024-11-07,Webcam,1,5,114.0,Google Pay,Yes
3985fb62-17dc-4eff-a872-13f98d605936,Susan Murray MD,tyronemoran@example.net,Robertfort,2025-04-13,Keyboard,1,0,100.0,Google Pay,No
25074181-8d1f-4540-b4ef-f5453e652603,Thomas Romero,michellehill@example.com,Sarahhaven,2024-07-26,Laptop,4,0,4800.0,Credit Card,Yes
4c6e27ff-b9de-4a3a-8868-22b900a81de9,Lauren Keller,seanwashington@example.com,Gibsonmouth,2025-03-04,External Hard Drive,4,0,360.0,PayPal,Yes
9261549d-3d22-4c30-b28f-41defb140bc3,Scott Jenkins,julie66@example.net,South Tammie,2024-06-05,Mouse,4,0,200.0,Credit Card,No
dea4ae17-54fd-4ad3-9716-108ef72169bb,Ryan Garcia,jsmith@example.com,North Terrance,2025-04-09,Keyboard,2,0,200.0,Apple Pay,Yes
65c17795-b155-46bc-9f8d-ed9756abf2f1,Sarah Phelps,ofinley@example.net,Brennanton,2024-12-01,Headphones,1,0,150.0,Apple Pay,Yes
ebc2026f-af34-4f65-a193-c4b23c19e71d,Darren Davis,hodgesjane@example.org,Jacksonport,2025-03-16,Laptop,4,0,4800.0,PayPal,Yes
0e5dd462-cbd0-4ef2-930a-37df0bc61066,James Thomas,yknight@example.org,East Christian,2025-03-04,External Hard Drive,3,0,270.0,Debit Card,Yes
7f671eec-3da7-4577-aee1-e86b9ea556aa,Briana Murray,steve07@example.com,North Scott,2024-08-24,External Hard Drive,3,0,270.0,Credit Card,Yes
f6478986-a391-4c99-8c95-5f6a966b1964,David Bruce,yvonnecastaneda@example.org,South Ashley,2024-11-16,Keyboard,4,10,360.0,Google Pay,Yes
059dd55d-4b94-4e30-b303-f438fe2110d0,Mary Hill,lozanojulie@example.com,New Laurie,2024-07-09,Monitor,3,10,810.0,Debit Card,Yes
ad81f8bd-4029-43ec-9ef2-b93e30ac7d7b,Patricia Becker,courtneyberger@example.net,West Kristinaton,2024-11-18,Mouse,4,5,190.0,Debit Card,Yes
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,Paul Thompson,kristinwalter@example.com,Mariaview,2025-03-20,External Hard Drive,3,10,243.0,Google Pay,Yes
ce7607ad-f7a6-4b94-bb5a-611af1b64afe,Seth Brock,jmccarty@example.org,Coffeyside,2024-08-31,Laptop,4,0,4800.0,Google Pay,No
43b38eb4-0390-4c5d-a502-d6a2ca6a2224,Jordan Chambers,brenda51@example.net,South Angel,2025-03-09,Mouse,4,0,200.0,Apple Pay,Yes
9c2e58de-ea4e-4617-93f8-382b8fb864e4,Arthur Colon,debra12@example.org,West Wendyville,2024-05-25,Laptop,4,15,4080.0,Credit Card,Yes
637e4b01-22ba-410e-899c-a782e3236d1a,Michael Paul,umatthews@example.org,Penafort,2024-12-01,Mouse,4,5,190.0,PayPal,Yes
08601833-479d-4cda-b396-ea37f065c817,Claudia Wallace,melissagarcia@example.net,Amystad,2024-05-12,Monitor,3,5,855.0,Credit Card,Yes
1f45dbfd-f7dc-47e0-b097-4b2b46a02a9b,Samantha Davis,darleneharper@example.org,Port Matthewberg,2025-02-02,Monitor,4,10,1080.0,Google Pay,Yes
c3e15a85-d46e-4104-9190-6f5034885a46,Laurie Li,markhernandez@example.net,West Micheleberg,2025-04-16,Smartphone,4,10,2880.0,Credit Card,No
2cabd7e7-cc6b-46e5-802a-df9c8a4b8f7c,Sean Anderson,kristy39@example.com,East Josephberg,2025-01-16,Webcam,4,10,432.0,Credit Card,Yes
104556e5-bee3-4b79-9d18-1ee986ad8a8c,Richard Palmer,hayesjeffrey@example.net,Lake Kristahaven,2024-08-08,External Hard Drive,3,0,270.0,Debit Card,No
0f9240e1-07f9-4d05-b6ca-6b8ba4b1f991,Dr. Jessica Rodriguez DDS,fjones@example.com,North David,2024-12-04,Headphones,1,0,150.0,Apple Pay,Yes
533f5a72-b64f-454a-8c61-165495da75c1,Kyle Phillips,sgarcia@example.org,South Shannon,2024-07-12,External Hard Drive,2,0,180.0,Debit Card,Yes
66132e69-7418-4109-93d1-bf0f56c438e4,Brandon Simmons,nicholas27@example.org,Port Christopherchester,2024-05-25,Keyboard,1,0,100.0,Google Pay,Yes
214f3f12-cfd0-4cbd-9f65-c8cebd21bc11,Laurie Hoffman,elizabeth65@example.net,Parrishton,2025-04-09,Desk Chair,1,0,200.0,Debit Card,Yes
1a85910d-5a05-4c11-8ffc-a6b199b479d4,Christy Douglas,melaniebell@example.net,Dannyview,2024-11-16,External Hard Drive,4,5,342.0,Debit Card,Yes
8f9b72ae-d85c-46bd-adda-4f8dcea60f4c,Sabrina Austin,lynchdiane@example.net,Anthonyview,2025-01-02,Keyboard,1,0,100.0,Apple Pay,Yes
59dcabd0-56fe-4fb9-abe9-e2074f199ec0,Sergio Knight,vjones@example.net,North Julieborough,2024-09-04,Mouse,3,0,150.0,Apple Pay,Yes
5ebbcca5-284b-4962-9744-f59674222167,Frederick Pugh,wareeric@example.net,Lake Christophermouth,2024-12-18,External Hard Drive,2,0,180.0,Apple Pay,No
6a07f213-7129-4ec7-9b69-554d7c54535f,Paul Wilson,rrodriguez@example.net,Roseport,2024-05-06,Smartphone,3,10,2160.0,Debit Card,Yes
0e0630cd-996d-4c50-bc04-a168652ffb49,Eric Clark,kathrynroberts@example.org,South Julieburgh,2024-06-06,Monitor,2,0,600.0,Credit Card,Yes
8011316b-3ae8-4926-b423-ccde88575117,Mary Gomez,chensley@example.com,South Samanthamouth,2024-11-16,Mouse,3,0,150.0,Credit Card,Yes
a3e05309-b5a1-4949-a788-420992ca525a,Brian Smith,george97@example.net,Christopherville,2024-07-18,External Hard Drive,1,0,90.0,Debit Card,Yes
1422373f-8622-48d1-a683-e10796c044d0,Eric Morgan,kimberly18@example.net,New Williamstad,2024-08-26,Monitor,4,5,1140.0,Credit Card,Yes
d0a643fe-a53b-4024-91a6-9d87f54e2019,Brian Scott,carriewolf@example.net,East Stephaniefort,2024-10-06,Smartphone,4,0,3200.0,Credit Card,Yes
72eb7474-9458-454e-8287-4f069050f7ef,Sonia Day,michelle52@example.com,South Scottport,2025-02-05,Monitor,2,0,600.0,Credit Card,Yes
81e0d489-5a18-42a3-8e61-4bcd97674900,Joel Johnson,marie11@example.net,Fordside,2025-04-04,Laptop,4,0,4800.0,PayPal,Yes
7321bf6b-0a80-46ec-a558-2e16bd29ede9,Laura Lopez,dmason@example.com,Port Rachelmouth,2025-04-14,Smartphone,3,15,2040.0,Google Pay,Yes
2c2cd22b-a568-45c6-812a-1f9b15969802,Michael Ritter,michaelhardin@example.com,Schroederton,2025-02-02,Monitor,3,0,900.0,PayPal,Yes
54669d19-10df-4974-95ab-946da5b5cdc2,Michael Mitchell,mathewaguilar@example.org,Kylefurt,2024-06-06,Webcam,1,0,120.0,Debit Card,Yes
4f40c22f-15b0-4530-b020-e992b576255e,Maria Murphy,elizabethcalderon@example.net,Lake Ellenhaven,2024-08-30,External Hard Drive,1,0,90.0,Debit Card,Yes
f37fd50d-2e25-45ee-8f11-d8dc5cd33369,Travis Tucker,zoemoore@example.com,New Kellihaven,2024-05-03,Webcam,3,0,360.0,Debit Card,Yes
9e374f7a-c42c-4c39-a05b-46c556363094,James Martin,jenniferwilliams@example.com,South Cheryl,2025-01-20,Webcam,4,5,456.0,Apple Pay,Yes
88b4f474-3be7-4df4-b2ec-f16ec8a723e9,Vincent Mueller,michealvalentine@example.com,Hammondfurt,2024-10-21,Monitor,3,0,900.0,Credit Card,Yes
d11fc8c0-297c-44ff-b75d-599f6b2d5b09,Larry Salas,davidsonmorgan@example.net,Lake Meghanville,2024-08-02,Smartphone,1,10,720.0,Apple Pay,Yes
73069588-45d5-468d-a90a-3abbc35b9fea,Brittany Kim,lisawilkerson@example.org,Brownhaven,2024-09-03,Mouse,2,0,100.0,Apple Pay,Yes
5ffa46ef-14e4-480c-be99-36a362dbc850,Fernando Garcia,lacey20@example.com,Hortonberg,2025-01-22,Desk Chair,3,0,600.0,Apple Pay,Yes
01582463-9d87-46a0-b2d7-8bdd781799ff,Alicia Lewis,anaacosta@example.net,Rodriguezport,2024-07-15,Laptop,4,10,4320.0,Credit Card,Yes
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Lisa Brown,bcarlson@example.net,Lake Douglas,2024-09-24,Laptop,1,5,1140.0,Apple Pay,Yes
92170475-3d95-4e3f-9a52-26e69d642932,Matthew Miller,carlos88@example.net,South Morganton,2024-12-08,Mouse,4,5,190.0,Credit Card,Yes
bf5023f4-40ef-4935-9f90-bed6fb25664d,Richard Cooper,ingramjill@example.com,North Michael,2024-08-21,Monitor,4,10,1080.0,Debit Card,Yes
c775e395-d494-45f0-acd2-a404a48e40f1,Veronica Mendoza,lisabrown@example.com,West Jamesborough,2025-03-10,Monitor,2,0,600.0,Google Pay,Yes
83f02dc7-4f61-4217-aef1-669450cae32d,Robert Kennedy,mullinsjames@example.com,Port Dianaview,2024-06-04,Webcam,2,0,240.0,Debit Card,Yes
6667d3bb-e3b5-4360-afdc-0bad5e368127,Stephanie Hughes,tylerjimenez@example.net,Lauriechester,2024-05-18,Desk Chair,2,0,400.0,Debit Card,Yes
2e326567-d284-454e-bebe-c0db9a3a6103,Erica Miller,kirk96@example.org,Bellton,2025-01-11,Keyboard,2,0,200.0,Apple Pay,Yes
ff86cc31-9d66-4815-9a41-53b3e95f176c,Mark Moody,jonesdana@example.com,North Douglas,2024-11-28,Monitor,3,0,900.0,Credit Card,Yes
20509c62-08e8-45d7-b02c-1821c8040fb7,Richard Diaz,cherring@example.net,Lake Shannon,2024-09-02,Webcam,1,10,108.0,Google Pay,Yes
92ec89af-13ae-4376-8359-810a71a6014c,Jacob Edwards,john10@example.net,South April,2025-03-20,Smartphone,4,5,3040.0,Credit Card,Yes
42a259a6-c664-4285-8303-cbc11e2595b8,Cindy Carr,igonzalez@example.org,Thompsonmouth,2025-04-19,External Hard Drive,1,0,90.0,Credit Card,Yes
d8741408-f7b2-47c7-ae92-ea71cf7dcb43,Miss Michelle Pierce,patricia22@example.com,North Tracie,2025-02-03,Smartphone,3,5,2280.0,Debit Card,Yes
06ba8cd3-7e78-48c9-8a55-e38b3c9abe10,Kenneth Mcdonald,cherylmiller@example.com,Keyfort,2024-10-29,Headphones,1,15,127.5,Apple Pay,Yes
932cae01-d2c6-4ee4-a8d0-a2a8c4e7f7dd,William Day,howens@example.com,Port Kimberly,2024-12-10,Webcam,3,5,342.0,Apple Pay,Yes
21084dd9-f75d-4e3c-848d-56502e9522d6,Thomas Brown,holmeskevin@example.org,Sarahbury,2024-08-24,Monitor,4,5,1140.0,Apple Pay,Yes
48b763d5-e519-4d7e-84d6-7c4ff0df1684,Danielle Reid,david49@example.net,New Danielleshire,2025-03-30,Laptop,2,15,2040.0,Debit Card,Yes
9fddde2e-a8a2-47ad-abd3-cdcd27794685,Lisa Kirby,bryananthony@example.org,Debrashire,2024-09-19,Desk Chair,1,5,190.0,Credit Card,Yes
e3954cb1-7f7f-4c0a-87c0-d116a394ed54,Donna Frye,zsanchez@example.net,Evansland,2024-12-28,Desk Chair,2,0,400.0,PayPal,Yes
7bf7e1d3-6a66-4fce-b089-fc6d2877f5d9,Gerald Thomas,jessica56@example.org,Zacharyville,2024-08-14,Webcam,2,0,240.0,PayPal,Yes
7318b96d-4479-4612-9f5d-988f776abf09,Brent Roberts,alin@example.org,Port Mark,2024-11-17,Desk Chair,1,0,200.0,Google Pay,No
28caaa1d-c35b-4c2c-b098-f7b2500e15c0,Mr. Jonathan Parker Jr.,pwagner@example.org,Brandonport,2024-10-18,Webcam,3,5,342.0,Debit Card,Yes
ac2a4f71-a77d-45f1-97c4-fe9ce1e0fffc,Joshua Boone,qanderson@example.net,Kathrynstad,2024-05-06,Monitor,1,0,300.0,PayPal,Yes
31d4ee09-8fd3-4afc-91fd-fa4f0d18ab95,Dylan Hughes,rduran@example.net,East Theresafurt,2024-09-03,Monitor,4,0,1200.0,Credit Card,Yes
f05eeefe-8ece-4128-96ce-4b42fc9e1dcb,Charles Morrison,cporter@example.org,Lake Mason,2024-10-10,External Hard Drive,1,0,90.0,Credit Card,Yes
e4a4474c-9b33-43a4-a620-f9a974fd33d1,Erin Austin,phillipjensen@example.com,Williamhaven,2024-10-31,Mouse,1,0,50.0,Credit Card,No
79928faa-4cbf-431d-901b-cdefb56ff8ce,Isabella Nunez,ysilva@example.net,New Thomasshire,2024-11-17,Laptop,1,0,1200.0,Google Pay,Yes
7afeb114-9561-4813-8d25-9caab8adad87,Mark Harvey,rhernandez@example.org,New Stacyville,2024-06-28,Webcam,4,10,432.0,Google Pay,Yes
26c432f6-6b35-4f85-904e-268770e7e756,Damon Shaw,vsalas@example.net,Lake Devinborough,2024-11-11,External Hard Drive,2,0,180.0,Debit Card,Yes
8685abaa-7a76-4555-a987-b218ff84faef,Tyler Stevens,amy49@example.com,East Joshua,2024-08-07,Laptop,2,10,2160.0,Google Pay,Yes
4c3077c4-fb75-4923-b910-abb3f1053252,Michele Vaughn,wstewart@example.net,Keithshire,2024-12-23,Smartphone,4,0,3200.0,Debit Card,Yes
65001423-faeb-4d19-a550-8ea26133a34d,Tina Ballard,bobby15@example.com,Julieborough,2024-07-02,Smartphone,2,0,1600.0,Google Pay,Yes
8fe069b6-eeda-4802-8568-f42689e03e22,Breanna Gilbert,johnsantiago@example.net,Lake Jesse,2024-05-26,Smartphone,1,0,800.0,Debit Card,Yes
19bd4f93-78ef-4666-b7a4-c719548e1f6b,Brenda Oconnell,richarddonovan@example.com,Santosport,2024-08-15,Desk Chair,3,10,540.0,Credit Card,Yes
c4cb294f-e86e-4e63-8f25-477da55990e7,Kenneth Nichols,gentrygregory@example.org,Port Randyfort,2024-06-27,Monitor,4,10,1080.0,Google Pay,Yes
ed10f004-df4e-413e-b64e-3dfcbfbeac7a,Andrew Evans,hebertmatthew@example.com,Smallberg,2025-02-25,Laptop,2,0,2400.0,Google Pay,Yes
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,Christopher Stevens,jennifer05@example.com,East Cheryl,2024-12-09,Smartphone,1,0,800.0,Apple Pay,No
83e96ef4-6d7d-45d0-93b5-9af767ce378f,James Davis,thomasboyle@example.org,Patrickmouth,2025-01-20,External Hard Drive,3,10,243.0,PayPal,Yes
951c25d5-4d4c-4280-9462-52e7f43ba052,Alexandra Valdez,bryanwilson@example.com,South Gina,2025-03-23,Keyboard,3,0,300.0,Debit Card,Yes
4f9c4027-c514-4d98-b41c-504fe346f415,Margaret Shepard,christina32@example.com,South Julie,2024-11-27,Mouse,3,0,150.0,Debit Card,Yes
e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,Joshua Beck,kathleenbecker@example.net,New Seanstad,2024-05-18,Keyboard,2,5,190.0,Apple Pay,Yes
d42a895e-0fcf-401f-9cb9-b73a906d5c8c,Kathy Armstrong,franklinbond@example.com,Lake Jamieshire,2024-10-15,Headphones,4,0,600.0,PayPal,Yes
cf0671c7-720b-474b-82a7-f586e61d9cde,Carlos Perry,hansenemily@example.com,South Jonathantown,2025-01-17,Webcam,2,10,216.0,PayPal,Yes
6c776e95-0b98-4ccd-92b2-102d940c3503,Arthur Mcknight,andersenthomas@example.com,Whiteberg,2025-01-25,Smartphone,4,5,3040.0,Credit Card,Yes
f6ba745b-a558-41e3-bab2-b77dfa740cc8,Willie Reyes,rbennett@example.net,Lake Michelle,2024-06-02,Webcam,3,10,324.0,Google Pay,Yes
87623997-649f-4d88-8989-c5abfe2b34d8,William Davenport,goodsteven@example.net,Patelbury,2024-07-19,Smartphone,1,15,680.0,Credit Card,Yes
3040413c-4690-4b15-a7b6-08dc589decb0,Molly Rodriguez,bmendez@example.org,North Craig,2024-05-02,External Hard Drive,1,5,85.5,Debit Card,Yes
df495037-b40a-4181-ac09-bdb799086e47,Patrick Morales,amberwebster@example.org,New Victoria,2024-07-14,External Hard Drive,1,5,85.5,PayPal,Yes
51a3ac26-937b-479b-bb44-badcea98fef8,Patricia Cardenas,kevinthomas@example.net,South Kevin,2024-05-12,Headphones,1,5,142.5,PayPal,Yes
bc36dc59-e134-4dfc-9777-7f10f2d2393f,Lori Simmons,wwilliams@example.net,Floydmouth,2024-12-30,Smartphone,2,0,1600.0,Debit Card,Yes
605fb1eb-4cc5-4e0d-a633-20186883ac6e,Joshua Allen,kevinzimmerman@example.com,New Robertchester,2024-11-09,Mouse,3,5,142.5,PayPal,Yes
41476506-3e2b-49c9-a36f-6e5c2253e706,Matthew Nielsen,christopher30@example.com,Nunezton,2025-03-05,Headphones,1,0,150.0,Apple Pay,Yes
966be275-c2fe-4954-8dfd-9531302b7831,Kristin Mendoza,kevin03@example.org,Lake Yvonnefort,2025-03-20,External Hard Drive,4,10,324.0,PayPal,Yes
345af934-b42a-4d93-9aba-0f15b2149062,David Morris,oscar85@example.com,Michaelfort,2024-10-07,External Hard Drive,3,0,270.0,Credit Card,Yes
78308631-b8f0-488e-bb37-afaecd8563ca,Erica Harris,robert93@example.net,North Jose,2025-03-28,External Hard Drive,1,10,81.0,PayPal,Yes
4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,Gary James,victorpena@example.net,Jonathanfort,2025-04-08,Smartphone,3,15,2040.0,Debit Card,Yes
75f8e3a8-7d97-4c0f-bd56-09c4a4461663,Robert Jackson,iwhite@example.net,New Arthurland,2025-03-31,Keyboard,4,0,400.0,Credit Card,Yes
